Mã đặt chỗ,Ngày đặt tour,Ngày đi tour,Mã khách hàng,Nhóm khách hàng,Loại tour,Kênh bán hàng,Kênh thanh toán,Địa điểm,Số lượng người đi,Giá gốc (VND),Giảm giá,Mức độ hoàn thành,Giá cuối cùng,Mức độ hài lòng,Trở lại sử dụng dịch vụ
B03438,8/22/2024,9/4/2024,C1213,Doanh nghiệp,Gia đình,App điện thoại,Thẻ,Hạ Long,4,3694000,10%,Hoàn thành,13255000,4.9,Sai
B03439,8/23/2024,9/30/2024,C1214,Học sinh,Biển,App điện thoại,Thẻ,Hạ Long,1,3759000,18%,Hoàn thành,3081000,4.5,Sai
B03440,8/23/2024,9/27/2024,C0352,Học sinh,Gia đình,Website,Thẻ,Đà Lạt,2,3203000,9%,Hoàn thành,5846000,5,Đúng
B03441,8/23/2024,9/17/2024,C0037,Doanh nghiệp,City Break,Đại lý,Thẻ,Phú Quốc,1,2158000,10%,Hoàn thành,1944000,4.1,Đúng
B03442,8/23/2024,11/22/2024,C1215,Gia đình,City Break,Website,Thẻ,TP.HCM,2,2444000,12%,Hoàn thành,4282000,4.6,Sai
B03443,8/23/2024,9/29/2024,C0625,Doanh nghiệp,Biển,Website,Ví điện tử,Nha Trang,5,4326000,4%,Hoàn thành,20784000,4.6,Đúng
B03444,8/24/2024,10/29/2024,C1150,Học sinh,Ăn uống,Website,Thẻ,Đà Lạt,3,2310000,11%,Hoàn thành,6199000,4.9,Đúng
B03445,8/25/2024,9/15/2024,C1025,Người đi làm,City Break,Đại lý,Thẻ,Đà Nẵng,2,2594000,11%,Hoàn thành,4593000,5,Đúng
B03446,8/26/2024,9/19/2024,C1216,Người đi làm,Văn hóa,App điện thoại,Thẻ,Nha Trang,2,3211000,12%,Hoàn thành,5651000,3.6,Sai
B03447,8/27/2024,11/3/2024,C0426,Gia đình,Biển,Website,Thẻ,Hà Nội,2,4134000,7%,Hoàn thành,7708000,4.2,Đúng
B03448,8/27/2024,9/25/2024,C1217,Gia đình,Ăn uống,Đại lý,Chuyển khoản,Nha Trang,2,2498000,12%,Hoàn thành,4403000,5,Sai
B03449,8/27/2024,10/18/2024,C1218,Học sinh,City Break,App điện thoại,Thẻ,Phú Quốc,3,2165000,16%,Hoàn thành,5436000,3.7,Sai
B03450,8/28/2024,10/21/2024,C0855,Gia đình,Biển,Website,Phương thức khác,Hội An,1,3774000,13%,Hoàn thành,3269000,3.9,Đúng
B03451,8/28/2024,11/5/2024,C0361,Gia đình,Biển,Website,Thẻ,Phú Quốc,1,4040000,10%,Hoàn thành,3654000,4.8,Đúng
B03452,8/28/2024,9/21/2024,C1155,Gia đình,Khám phá,Website,Thẻ,TP.HCM,2,5295000,11%,Hoàn thành,9460000,4.1,Đúng
B03453,8/29/2024,9/28/2024,C1003,Doanh nghiệp,Biển,Website,Ví điện tử,TP.HCM,4,3597000,7%,Hoàn thành,13312000,3.8,Đúng
B03454,8/29/2024,11/3/2024,C1219,Người đi làm,Gia đình,Đại lý,Thẻ,Khác,2,2612000,13%,Hoàn thành,4559000,4,Sai
B03455,8/29/2024,10/1/2024,C0766,Doanh nghiệp,Văn hóa,App điện thoại,Tiền,Phú Quốc,2,2538000,9%,Hoàn thành,4617000,3,Đúng
B03456,8/29/2024,10/15/2024,C0715,Người đi làm,Gia đình,Gọi điện tư vấn,Tiền,Phú Quốc,2,3225000,17%,Hoàn thành,5381000,4.8,Đúng
B03457,8/30/2024,11/1/2024,C1220,Doanh nghiệp,Biển,Đại lý,Thẻ,Đà Nẵng,1,4344000,4%,Hoàn thành,4167000,4.9,Sai
B03458,8/30/2024,12/18/2024,C1221,Gia đình,Gia đình,Đại lý,Thẻ,Phú Quốc,1,3808000,11%,Hủy bỏ,0,,Sai
B03459,8/30/2024,11/17/2024,C0128,Khác,Biển,Đại lý,Thẻ,Nha Trang,4,4207000,11%,Hoàn thành,15004000,3.8,Đúng
B03460,8/31/2024,9/26/2024,C0912,Khác,Gia đình,App điện thoại,Thẻ,Phú Quốc,3,3300000,5%,Hoàn thành,9381000,4.1,Đúng
B03461,8/31/2024,9/13/2024,C0253,Học sinh,Gia đình,App điện thoại,Thẻ,Nha Trang,3,3717000,13%,Hoàn thành,9749000,4.1,Đúng
B03462,8/31/2024,10/24/2024,C1137,Học sinh,City Break,Website,Chuyển khoản,Đà Nẵng,3,2585000,3%,Hoàn thành,7550000,4.6,Đúng
B03463,9/1/2024,10/4/2024,C0808,Người đi làm,Khám phá,Website,Thẻ,Hội An,1,4437000,16%,Hoàn thành,3743000,3.4,Đúng
B03464,9/1/2024,9/21/2024,C1222,Gia đình,Văn hóa,Website,Thẻ,Hạ Long,1,2661000,10%,Hoàn thành,2402000,4.5,Sai
B03465,9/2/2024,11/3/2024,C1031,Gia đình,Gia đình,Gọi điện tư vấn,Thẻ,TP.HCM,3,3198000,5%,Hoàn thành,9138000,3.9,Đúng
B03466,9/2/2024,11/12/2024,C1223,Học sinh,Biển,Đại lý,Thẻ,Phú Quốc,1,3942000,8%,Hoàn thành,3612000,4.1,Sai
B03467,9/2/2024,12/15/2024,C1112,Người đi làm,Văn hóa,Website,Tiền,TP.HCM,3,2460000,11%,Hoàn thành,6561000,3.7,Đúng
B03468,9/3/2024,12/2/2024,C1224,Gia đình,Văn hóa,Website,Chuyển khoản,Phú Quốc,1,2667000,4%,Hoàn thành,2555000,3.6,Sai
B03469,9/4/2024,10/11/2024,C1049,Học sinh,Văn hóa,App điện thoại,Tiền,Hà Nội,1,2665000,16%,Hoàn thành,2238000,4.3,Đúng
B03470,9/5/2024,11/6/2024,C0543,Người đi làm,Văn hóa,Gọi điện tư vấn,Chuyển khoản,Nha Trang,1,3161000,6%,Hủy bỏ,0,,Đúng
B03471,9/5/2024,12/2/2024,C0661,Người đi làm,Văn hóa,Website,Thẻ,Hà Nội,1,2934000,20%,Hoàn thành,2343000,3.4,Đúng
B03472,9/5/2024,11/4/2024,C0970,Người đi làm,Gia đình,App điện thoại,Chuyển khoản,Đà Nẵng,2,3217000,7%,Hoàn thành,5961000,3.9,Đúng
B03473,9/5/2024,10/4/2024,C1225,Người đi làm,Văn hóa,Website,Ví điện tử,Hội An,1,2493000,11%,Hoàn thành,2225000,4,Sai
B03474,9/5/2024,12/5/2024,C0711,Học sinh,Văn hóa,Website,Chuyển khoản,Phú Quốc,2,2722000,11%,Hủy bỏ,0,,Đúng
B03475,9/5/2024,10/19/2024,C0335,Doanh nghiệp,Khám phá,Đại lý,Thẻ,Phú Quốc,2,5062000,8%,Hoàn thành,9329000,4.8,Đúng
B03476,9/5/2024,10/5/2024,C1226,Người đi làm,Văn hóa,Website,Phương thức khác,Hà Nội,2,2409000,14%,Hoàn thành,4121000,4.4,Sai
B03477,9/6/2024,11/15/2024,C1227,Người đi làm,Khám phá,Website,Thẻ,Nha Trang,2,4927000,11%,Hủy bỏ,0,,Sai
B03478,9/6/2024,9/6/2024,C1228,Gia đình,Gia đình,Website,Tiền,Phú Quốc,5,3368000,15%,Hoàn thành,14309000,4.2,Sai
B03479,9/6/2024,10/14/2024,C1229,Gia đình,City Break,Website,Thẻ,Huế,3,1817000,11%,Hoàn thành,4840000,4.3,Sai
B03480,7/9/2024,10/11/2024,C0819,Người đi làm,Biển,Gọi điện tư vấn,Chuyển khoản,Sa Pa,1,3927000,11%,Hoàn thành,3496000,4.8,Đúng
B03481,9/7/2024,9/24/2024,C0677,Doanh nghiệp,Khám phá,Website,Tiền,Huế,1,4851000,9%,Hoàn thành,4435000,4.2,Đúng
B03482,9/7/2024,10/31/2024,C0144,Doanh nghiệp,Biển,Website,Chuyển khoản,Hội An,1,4271000,14%,Hoàn thành,3690000,3.5,Đúng
B03483,9/8/2024,11/22/2024,C0423,Doanh nghiệp,Khám phá,Website,Ví điện tử,Khác,5,5348000,15%,Hoàn thành,22803000,3.7,Đúng
B03484,9/8/2024,10/10/2024,C0552,Người đi làm,Ăn uống,App điện thoại,Tiền,Đà Lạt,3,2199000,9%,Hoàn thành,6017000,4.1,Đúng
B03485,9/9/2024,11/20/2024,C1230,Doanh nghiệp,Ăn uống,Website,Thẻ,Đà Nẵng,2,2611000,13%,Hoàn thành,4524000,4.2,Sai
B03486,9/9/2024,10/12/2024,C0184,Doanh nghiệp,Gia đình,Website,Thẻ,Phú Quốc,1,3411000,15%,Hoàn thành,2895000,4.1,Đúng
B03487,9/9/2024,12/2/2024,C0890,Học sinh,Biển,App điện thoại,Thẻ,Đà Nẵng,1,4843000,14%,Hoàn thành,4144000,4.2,Đúng
B03488,9/9/2024,9/9/2024,C1045,Gia đình,Khám phá,Đại lý,Tiền,Huế,1,4679000,13%,Hoàn thành,4069000,3.5,Đúng
B03489,9/10/2024,11/11/2024,C1231,Doanh nghiệp,Biển,App điện thoại,Thẻ,Nha Trang,1,4353000,10%,Hoàn thành,3924000,4,Sai
B03490,9/10/2024,11/2/2024,C1232,Người đi làm,Khám phá,App điện thoại,Thẻ,Hội An,2,4691000,0%,Hoàn thành,9382000,4.3,Sai
B03491,9/10/2024,10/31/2024,C0819,Gia đình,Gia đình,Website,Thẻ,Đà Lạt,1,3098000,4%,Hoàn thành,2985000,5,Đúng
B03492,9/10/2024,11/30/2024,C0767,Học sinh,Khám phá,Website,Thẻ,Sa Pa,1,4559000,10%,Hoàn thành,4104000,4.5,Đúng
B03493,9/11/2024,11/13/2024,C0115,Người đi làm,Văn hóa,App điện thoại,Thẻ,Sa Pa,1,2351000,11%,Hoàn thành,2095000,3.8,Đúng
B03494,9/11/2024,11/5/2024,C1233,Gia đình,Khám phá,Website,Thẻ,Hạ Long,3,5956000,15%,Hoàn thành,15179000,4.5,Sai
B03495,9/11/2024,10/29/2024,C0065,Người đi làm,Văn hóa,Đại lý,Tiền,Hạ Long,2,2665000,11%,Hoàn thành,4759000,3.5,Đúng
B03496,9/11/2024,11/29/2024,C0267,Người đi làm,Khám phá,Website,Ví điện tử,Hội An,2,4981000,7%,Hoàn thành,9250000,4.1,Đúng
B03497,9/13/2024,10/11/2024,C0546,Khác,Khám phá,Website,Chuyển khoản,Hạ Long,2,5921000,4%,Hoàn thành,11311000,4.5,Đúng
B03498,9/14/2024,11/9/2024,C1234,Người đi làm,Ăn uống,Website,Thẻ,Hà Nội,2,1915000,13%,Hoàn thành,3351000,4,Sai
B03499,9/14/2024,10/12/2024,C0746,Học sinh,Gia đình,Khác,Tiền,Phú Quốc,4,3370000,9%,Hoàn thành,12222000,4.4,Đúng
B03500,9/14/2024,10/23/2024,C0456,Gia đình,Văn hóa,Website,Thẻ,Đà Nẵng,1,2702000,7%,Hoàn thành,2507000,4.1,Đúng
B03501,9/15/2024,10/23/2024,C0842,Học sinh,Ăn uống,App điện thoại,Phương thức khác,Hạ Long,1,2309000,17%,Hoàn thành,1921000,4.9,Đúng
B03502,9/15/2024,11/24/2024,C0541,Khác,Biển,Website,Phương thức khác,Hạ Long,1,4018000,11%,Hoàn thành,3565000,4.3,Đúng
B03503,9/15/2024,11/24/2024,C1104,Người đi làm,Văn hóa,App điện thoại,Thẻ,Hội An,2,2894000,9%,Hoàn thành,5251000,4.1,Đúng
B03504,9/16/2024,11/6/2024,C0082,Học sinh,City Break,Website,Chuyển khoản,TP.HCM,1,2410000,18%,Hoàn thành,1987000,4.6,Đúng
B03505,9/16/2024,11/13/2024,C0533,Người đi làm,Khám phá,App điện thoại,Chuyển khoản,Nha Trang,1,4965000,9%,Hủy bỏ,0,,Đúng
B03506,9/16/2024,11/30/2024,C0388,Khác,Văn hóa,Đại lý,Chuyển khoản,Hà Nội,2,2632000,13%,Hoàn thành,4564000,4.4,Đúng
B03507,9/16/2024,11/29/2024,C1235,Gia đình,Biển,Website,Thẻ,Hà Nội,1,4046000,13%,Hoàn thành,3502000,4.5,Sai
B03508,9/17/2024,10/20/2024,C1236,Khác,City Break,Website,Tiền,Đà Nẵng,4,2578000,4%,Hoàn thành,9927000,4.1,Sai
B03509,9/17/2024,11/17/2024,C0835,Người đi làm,Ăn uống,App điện thoại,Thẻ,Đà Nẵng,1,2462000,15%,Hoàn thành,2097000,3.8,Đúng
B03510,9/17/2024,11/10/2024,C0172,Học sinh,City Break,Website,Chuyển khoản,Hội An,2,1484000,10%,Hoàn thành,2668000,4.3,Đúng
B03511,9/18/2024,12/17/2024,C0780,Gia đình,Biển,Website,Thẻ,Đà Nẵng,3,4522000,8%,Hoàn thành,12508000,4.1,Đúng
B03512,9/21/2024,10/9/2024,C0852,Người đi làm,Gia đình,Đại lý,Thẻ,Đà Nẵng,1,3113000,11%,Hoàn thành,2783000,3.5,Đúng
B03513,9/21/2024,11/6/2024,C0129,Doanh nghiệp,Khám phá,Website,Chuyển khoản,Hội An,2,4411000,7%,Hoàn thành,8239000,4.3,Đúng
B03514,9/22/2024,11/20/2024,C1062,Học sinh,Ăn uống,App điện thoại,Thẻ,Đà Nẵng,1,2394000,10%,Hoàn thành,2143000,4,Đúng
B03515,9/22/2024,12/20/2024,C1063,Gia đình,Gia đình,Website,Thẻ,Hà Nội,2,3307000,3%,Hoàn thành,6432000,4.1,Đúng
B03516,9/22/2024,11/9/2024,C1237,Gia đình,Biển,App điện thoại,Tiền,Hạ Long,1,4172000,8%,Hoàn thành,3853000,4.1,Sai
B03517,9/24/2024,11/15/2024,C1238,Doanh nghiệp,Gia đình,Website,Thẻ,Nha Trang,2,3530000,10%,Hoàn thành,6352000,4.2,Sai
B03518,9/24/2024,11/9/2024,C1100,Khác,Văn hóa,App điện thoại,Chuyển khoản,Hạ Long,1,2586000,8%,Hoàn thành,2379000,5,Đúng
B03519,9/25/2024,1/15/2025,C1239,Học sinh,Khám phá,App điện thoại,Thẻ,Khác,3,4511000,11%,Hoàn thành,12027000,4.7,Sai
B03520,9/25/2024,12/4/2024,C1240,Học sinh,Văn hóa,Website,Thẻ,Sa Pa,1,2424000,12%,Hoàn thành,2136000,4.5,Sai
B03521,9/25/2024,10/4/2024,C1241,Người đi làm,Văn hóa,Website,Chuyển khoản,Phú Quốc,1,2359000,14%,Hoàn thành,2039000,4.2,Sai
B03522,9/26/2024,10/25/2024,C0100,Khác,City Break,Website,Chuyển khoản,Hội An,1,1339000,15%,Hoàn thành,1140000,3.6,Đúng
B03523,9/26/2024,10/2/2024,C0875,Doanh nghiệp,Biển,Website,Thẻ,Sa Pa,2,3888000,9%,Hoàn thành,7045000,3.7,Đúng
B03524,9/26/2024,10/31/2024,C0065,Người đi làm,City Break,Đại lý,Thẻ,Hội An,2,1405000,14%,Hủy bỏ,2404000,4,Đúng
B03525,9/26/2024,11/6/2024,C1242,Học sinh,Khám phá,Website,Thẻ,Huế,1,4644000,16%,Hoàn thành,3885000,4.1,Sai
B03526,9/26/2024,11/15/2024,C0151,Gia đình,Biển,Website,Thẻ,Đà Nẵng,1,4423000,13%,Hoàn thành,3847000,4.1,Đúng
B03527,9/27/2024,11/1/2024,C0898,Gia đình,Văn hóa,Khác,Thẻ,Huế,2,2271000,8%,Hoàn thành,4177000,4.8,Đúng
B03528,9/27/2024,11/15/2024,C0583,Gia đình,Biển,Website,Chuyển khoản,Nha Trang,4,4230000,12%,Hoàn thành,14837000,4.2,Đúng
B03529,9/27/2024,10/27/2024,C1243,Gia đình,Gia đình,Website,Thẻ,Nha Trang,1,3341000,3%,Hoàn thành,3234000,4.5,Sai
B03530,9/27/2024,10/18/2024,C1244,Doanh nghiệp,Gia đình,Website,Chuyển khoản,Đà Lạt,4,3011000,4%,Hoàn thành,11544000,4.5,Sai
B03531,9/27/2024,10/24/2024,C1245,Người đi làm,Văn hóa,Website,Thẻ,Hội An,2,2766000,9%,Hoàn thành,5029000,4.8,Sai
B03532,9/27/2024,11/14/2024,C1246,Người đi làm,Văn hóa,Website,Tiền,Đà Lạt,1,2533000,10%,Hoàn thành,2276000,4,Sai
B03533,9/28/2024,11/29/2024,C0857,Người đi làm,Văn hóa,Website,Chuyển khoản,Đà Nẵng,2,2817000,8%,Hoàn thành,5185000,4,Đúng
B03534,9/28/2024,11/18/2024,C1247,Gia đình,City Break,Đại lý,Thẻ,Hà Nội,3,2448000,11%,Hoàn thành,6523000,3.5,Sai
B03535,9/28/2024,10/18/2024,C0930,Gia đình,Gia đình,Website,Thẻ,Hà Nội,1,2977000,13%,Hoàn thành,2583000,4.3,Đúng
B03536,9/30/2024,12/6/2024,C0624,Doanh nghiệp,Văn hóa,App điện thoại,Tiền,TP.HCM,1,2409000,10%,Hoàn thành,2170000,4.2,Đúng
B03537,9/30/2024,12/25/2024,C0394,Doanh nghiệp,Biển,App điện thoại,Ví điện tử,Hạ Long,2,4154000,7%,Hoàn thành,7704000,4.2,Đúng
B03538,9/30/2024,11/12/2024,C1185,Người đi làm,Gia đình,Đại lý,Thẻ,Đà Lạt,4,2926000,2%,Hoàn thành,11494000,4.2,Đúng
B03539,10/1/2024,10/25/2024,C1248,Học sinh,Văn hóa,Khác,Thẻ,Hạ Long,2,2627000,13%,Hoàn thành,4563000,4.5,Sai
B03540,10/1/2024,11/6/2024,C0869,Doanh nghiệp,Khám phá,Website,Phương thức khác,Sa Pa,1,4610000,7%,Hoàn thành,4288000,4.1,Đúng
B03541,10/1/2024,11/12/2024,C1249,Gia đình,Biển,Khác,Thẻ,Hạ Long,2,3976000,1%,Hủy bỏ,0,,Sai
B03542,10/1/2024,11/16/2024,C1250,Gia đình,Biển,Website,Chuyển khoản,Đà Nẵng,1,4211000,11%,Hoàn thành,3739000,4.1,Sai
B03543,10/3/2024,12/26/2024,C0001,Người đi làm,Biển,Website,Thẻ,TP.HCM,2,3907000,10%,Hủy bỏ,0,,Đúng
B03544,10/4/2024,12/22/2024,C0594,Gia đình,Văn hóa,Website,Thẻ,Phú Quốc,4,2905000,17%,Hoàn thành,9693000,3.8,Đúng
B03545,10/4/2024,11/23/2024,C1045,Gia đình,Biển,Website,Thẻ,Đà Nẵng,1,4051000,12%,Hoàn thành,3568000,4.5,Đúng
B03546,10/4/2024,12/20/2024,C1251,Gia đình,Gia đình,App điện thoại,Ví điện tử,Đà Lạt,1,3242000,14%,Hoàn thành,2795000,3.7,Sai
B03547,10/4/2024,11/29/2024,C1252,Doanh nghiệp,Văn hóa,Website,Thẻ,Đà Nẵng,1,2623000,13%,Hoàn thành,2291000,3.6,Sai
B03548,10/5/2024,1/8/2025,C1253,Gia đình,Ăn uống,Đại lý,Chuyển khoản,Hội An,1,1924000,9%,Hoàn thành,1742000,4.4,Sai
B03549,10/6/2024,11/17/2024,C0232,Doanh nghiệp,Biển,Website,Thẻ,Hội An,3,3900000,4%,Hoàn thành,11221000,4.5,Đúng
B03550,10/6/2024,11/15/2024,C0971,Gia đình,City Break,Đại lý,Ví điện tử,Huế,1,2050000,15%,Hoàn thành,1735000,5,Đúng
B03551,10/7/2024,11/23/2024,C0400,Học sinh,City Break,App điện thoại,Thẻ,Nha Trang,1,2509000,5%,Hủy bỏ,0,,Đúng
B03552,10/7/2024,11/3/2024,C0367,Gia đình,Biển,App điện thoại,Thẻ,Hạ Long,3,3691000,14%,Hoàn thành,9527000,4.5,Đúng
B03553,10/8/2024,12/30/2024,C1254,Học sinh,City Break,Website,Chuyển khoản,TP.HCM,2,2953000,11%,Hoàn thành,5275000,4.8,Sai
B03554,10/9/2024,12/31/2024,C0043,Người đi làm,Biển,Website,Tiền,Hà Nội,3,4882000,4%,Hoàn thành,14058000,4.2,Đúng
B03555,10/9/2024,12/3/2024,C0867,Học sinh,Biển,Đại lý,Tiền,Đà Lạt,2,3284000,11%,Hoàn thành,5867000,4,Đúng
B03556,10/9/2024,11/10/2024,C1179,Học sinh,Khám phá,Website,Chuyển khoản,Huế,1,4708000,10%,Hoàn thành,4225000,3.9,Đúng
B03557,10/9/2024,12/1/2024,C0654,Học sinh,Văn hóa,App điện thoại,Phương thức khác,Phú Quốc,3,2826000,15%,Hoàn thành,7207000,4,Đúng
B03558,10/10/2024,12/9/2024,C0937,Gia đình,Biển,Website,Chuyển khoản,Huế,1,3461000,16%,Hoàn thành,2914000,3.8,Đúng
B03559,10/10/2024,11/19/2024,C1255,Doanh nghiệp,City Break,Website,Ví điện tử,Hà Nội,3,2483000,13%,Hủy bỏ,0,,Sai
B03560,10/11/2024,12/5/2024,C0862,Học sinh,Văn hóa,Website,Thẻ,Hội An,2,2931000,15%,Hoàn thành,4986000,3.9,Đúng
B03561,10/12/2024,11/10/2024,C1256,Người đi làm,Gia đình,Website,Thẻ,Đà Lạt,1,2671000,5%,Hoàn thành,2526000,4,Sai
B03562,10/12/2024,11/28/2024,C1129,Học sinh,Khám phá,App điện thoại,Thẻ,Hà Nội,1,4778000,11%,Hoàn thành,4242000,4,Đúng
B03563,10/12/2024,11/24/2024,C0724,Gia đình,Khám phá,Đại lý,Thẻ,Khác,2,5243000,4%,Hoàn thành,10041000,4.2,Đúng
B03564,10/13/2024,11/19/2024,C0300,Gia đình,Ăn uống,Website,Chuyển khoản,Khác,1,3088000,10%,Hoàn thành,2766000,4.4,Đúng
B03565,10/13/2024,11/28/2024,C0608,Người đi làm,City Break,Website,Thẻ,Hội An,4,1390000,9%,Hoàn thành,5071000,4.4,Đúng
B03566,10/14/2024,11/11/2024,C1257,Người đi làm,Ăn uống,App điện thoại,Ví điện tử,TP.HCM,2,2416000,12%,Hoàn thành,4242000,3.9,Sai
B03567,10/14/2024,12/29/2024,C0939,Khác,Ăn uống,Website,Thẻ,Đà Lạt,1,2451000,13%,Hoàn thành,2141000,3.6,Đúng
B03568,10/15/2024,11/14/2024,C0360,Doanh nghiệp,Khám phá,Khác,Phương thức khác,Phú Quốc,2,5571000,16%,Hoàn thành,9317000,4.2,Đúng
B03569,10/15/2024,1/17/2025,C0127,Gia đình,Khám phá,Website,Ví điện tử,Đà Lạt,1,4268000,9%,Hoàn thành,3901000,4.7,Đúng
B03570,10/17/2024,11/19/2024,C1258,Học sinh,City Break,Đại lý,Chuyển khoản,Huế,4,1946000,19%,Hoàn thành,6315000,4.2,Sai
B03571,10/18/2024,10/31/2024,C1259,Người đi làm,Biển,Đại lý,Thẻ,Huế,1,3403000,7%,Hoàn thành,3160000,4.1,Sai
B03572,10/18/2024,12/15/2024,C0913,Người đi làm,Biển,Đại lý,Chuyển khoản,Hội An,1,4409000,7%,Hoàn thành,4119000,4.2,Đúng
B03573,10/19/2024,12/3/2024,C1260,Gia đình,Gia đình,App điện thoại,Thẻ,Đà Lạt,1,3157000,12%,Hoàn thành,2770000,3.8,Sai
B03574,10/19/2024,11/26/2024,C1174,Doanh nghiệp,City Break,Đại lý,Tiền,Khác,2,2394000,10%,Hoàn thành,4319000,4.2,Đúng
B03575,10/19/2024,12/25/2024,C0259,Người đi làm,Biển,Website,Chuyển khoản,Đà Lạt,1,3700000,10%,Hủy bỏ,0,,Đúng
B03576,10/19/2024,11/8/2024,C1261,Người đi làm,Văn hóa,Website,Thẻ,Đà Nẵng,2,2711000,12%,Hoàn thành,4747000,4.1,Sai
B03577,10/20/2024,12/11/2024,C1262,Doanh nghiệp,Khám phá,App điện thoại,Chuyển khoản,TP.HCM,3,5525000,12%,Hoàn thành,14643000,4.1,Sai
B03578,10/20/2024,10/28/2024,C1193,Học sinh,Biển,Gọi điện tư vấn,Thẻ,Hội An,2,4068000,7%,Hoàn thành,7552000,3.4,Đúng
B03579,10/20/2024,12/1/2024,C1263,Gia đình,City Break,Website,Thẻ,Sa Pa,2,2125000,14%,Hoàn thành,3636000,3.7,Sai
B03580,10/20/2024,11/13/2024,C0638,Khác,City Break,Website,Thẻ,Đà Lạt,3,2387000,7%,Hoàn thành,6625000,4.7,Đúng
B03581,10/21/2024,11/28/2024,C0115,Gia đình,Biển,Website,Tiền,Hà Nội,4,3958000,17%,Hoàn thành,13088000,4.3,Đúng
B03582,10/21/2024,1/10/2025,C1209,Người đi làm,Biển,Gọi điện tư vấn,Thẻ,Nha Trang,2,4216000,7%,Hoàn thành,7843000,3.5,Đúng
B03583,10/22/2024,1/10/2025,C1264,Người đi làm,Biển,Đại lý,Thẻ,Đà Nẵng,4,3885000,10%,Hoàn thành,13977000,4.4,Sai
B03584,10/23/2024,1/13/2025,C1265,Gia đình,Ăn uống,App điện thoại,Thẻ,Huế,5,2484000,15%,Hoàn thành,10619000,4.1,Sai
B03585,10/23/2024,1/14/2025,C0589,Học sinh,Biển,App điện thoại,Phương thức khác,Phú Quốc,1,3657000,15%,Hoàn thành,3111000,4.7,Đúng
B03586,10/24/2024,1/28/2025,C0596,Học sinh,Khám phá,Đại lý,Tiền,Đà Lạt,1,4393000,18%,Hoàn thành,3603000,4.6,Đúng
B03587,10/24/2024,12/29/2024,C1234,Doanh nghiệp,Văn hóa,Đại lý,Thẻ,Đà Nẵng,1,2772000,15%,Hủy bỏ,0,,Đúng
B03588,10/24/2024,11/17/2024,C1266,Người đi làm,Biển,App điện thoại,Thẻ,Sa Pa,1,3732000,10%,Hoàn thành,3359000,4,Sai
B03589,10/24/2024,1/12/2025,C1267,Học sinh,City Break,Khác,Ví điện tử,Sa Pa,1,2151000,13%,Hoàn thành,1879000,4.3,Sai
B03590,10/25/2024,1/2/2025,C1268,Gia đình,Biển,Website,Thẻ,Hà Nội,4,4065000,9%,Hoàn thành,14843000,4.5,Sai
B03591,10/25/2024,1/6/2025,C0694,Người đi làm,Biển,App điện thoại,Thẻ,Hà Nội,3,4336000,5%,Hoàn thành,12334000,3.9,Đúng
B03592,10/25/2024,11/7/2024,C0733,Người đi làm,Khám phá,App điện thoại,Tiền,Hội An,2,4543000,11%,Hoàn thành,8109000,4.1,Đúng
B03593,10/26/2024,12/23/2024,C0971,Gia đình,Văn hóa,Website,Tiền,Đà Lạt,3,2540000,14%,Hoàn thành,6547000,4.2,Đúng
B03594,10/26/2024,10/26/2024,C0799,Gia đình,Biển,App điện thoại,Tiền,Khác,1,3275000,6%,Hoàn thành,3073000,3.6,Đúng
B03595,10/26/2024,11/18/2024,C1269,Gia đình,Khám phá,Đại lý,Thẻ,TP.HCM,1,4767000,12%,Hoàn thành,4188000,3.9,Sai
B03596,10/26/2024,12/31/2024,C0735,Gia đình,Khám phá,App điện thoại,Thẻ,Phú Quốc,2,5536000,15%,Hoàn thành,9366000,4.5,Đúng
B03597,10/27/2024,11/20/2024,C0874,Học sinh,Biển,Đại lý,Thẻ,TP.HCM,1,3849000,10%,Hoàn thành,3463000,3.9,Đúng
B03598,10/27/2024,12/9/2024,C0600,Học sinh,Văn hóa,Đại lý,Chuyển khoản,Hà Nội,2,2760000,10%,Hoàn thành,4949000,3.9,Đúng
B03599,10/27/2024,11/17/2024,C1243,Doanh nghiệp,Văn hóa,Website,Thẻ,Hạ Long,1,2679000,11%,Hoàn thành,2381000,4.7,Đúng
B03600,10/27/2024,12/17/2024,C1270,Gia đình,Biển,Đại lý,Thẻ,Hạ Long,4,4472000,11%,Hoàn thành,15921000,4.8,Sai
B03601,10/28/2024,1/13/2025,C1060,Gia đình,Văn hóa,Đại lý,Thẻ,Hạ Long,2,2838000,6%,Hoàn thành,5346000,4,Đúng
B03602,10/29/2024,11/2/2024,C0262,Gia đình,Văn hóa,Đại lý,Tiền,Đà Lạt,3,2473000,9%,Hoàn thành,6744000,4.6,Đúng
B03603,10/29/2024,12/25/2024,C1271,Gia đình,Biển,App điện thoại,Thẻ,Huế,2,3901000,8%,Hoàn thành,7182000,4.3,Sai
B03604,10/30/2024,2/26/2025,C1174,Học sinh,Ăn uống,App điện thoại,Chuyển khoản,Nha Trang,2,2790000,6%,Hoàn thành,5246000,4.4,Đúng
B03605,10/30/2024,12/8/2024,C0029,Gia đình,Biển,App điện thoại,Thẻ,Hội An,3,4308000,12%,Hoàn thành,11327000,4.4,Đúng
